dataset,split,filename,label,width,height,aspect_ratio,brightness,contrast,blur_var,red_mean,green_mean,blue_mean
REFUGE2,train,g0012.jpg,1.0,2124.0,2056.0,1.0330739299610896,47.62918472290039,28.058637619018555,6.194370746612549,76.79252624511719,43.58680725097656,22.508220672607422
REFUGE2,train,g0013.jpg,1.0,2124.0,2056.0,1.0330739299610896,41.974037170410156,26.32200813293457,5.405556678771973,67.95072937011719,38.31540298461914,19.65598487854004
REFUGE2,train,g0014.jpg,1.0,2124.0,2056.0,1.0330739299610896,47.437679290771484,30.49173927307129,6.174768447875977,76.60721588134766,43.75529479980469,21.950519561767578
REFUGE2,train,g0015.jpg,1.0,2124.0,2056.0,1.0330739299610896,37.62771987915039,24.755033493041992,4.446235656738281,61.60724639892578,34.6239013671875,16.65201187133789
REFUGE2,train,g0016.jpg,1.0,2124.0,2056.0,1.0330739299610896,61.177757263183594,39.03214645385742,9.37647819519043,94.48820495605469,57.16470718383789,31.880367279052734
REFUGE2,train,g0017.jpg,1.0,2124.0,2056.0,1.0330739299610896,60.95820999145508,35.90424728393555,11.908608436584473,102.05835723876953,55.843135833740234,24.97314453125
REFUGE2,train,g0018.jpg,1.0,2124.0,2056.0,1.0330739299610896,33.48909378051758,23.243576049804688,4.370841979980469,56.28020477294922,29.83446502685547,14.352614402770996
REFUGE2,train,g0019.jpg,1.0,2124.0,2056.0,1.0330739299610896,41.87931442260742,24.34202766418457,5.587589263916016,66.91475677490234,40.372615814208984,18.35057830810547
REFUGE2,train,g0020.jpg,1.0,2124.0,2056.0,1.0330739299610896,43.075927734375,25.61043357849121,7.107895851135254,68.58226776123047,41.94804763793945,18.697465896606445
REFUGE2,train,g0021.jpg,1.0,2124.0,2056.0,1.0330739299610896,43.57128143310547,25.112939834594727,6.545027732849121,72.91093444824219,38.71478271484375,19.0881290435791
REFUGE2,train,g0022.jpg,1.0,2124.0,2056.0,1.0330739299610896,38.03321075439453,33.37578201293945,4.568851470947266,59.75373077392578,35.57126998901367,18.774627685546875
REFUGE2,train,g0023.jpg,1.0,2124.0,2056.0,1.0330739299610896,29.951030731201172,28.547622680664062,4.110395908355713,44.87165451049805,29.037450790405273,15.943984985351562
REFUGE2,train,g0024.jpg,1.0,2124.0,2056.0,1.0330739299610896,41.98226547241211,23.567846298217773,6.120710372924805,66.73119354248047,41.12342071533203,18.092174530029297
REFUGE2,train,g0025.jpg,1.0,2124.0,2056.0,1.0330739299610896,29.27613067626953,26.04356575012207,3.141977310180664,42.43151092529297,28.613414764404297,16.783464431762695
REFUGE2,train,g0026.jpg,1.0,2124.0,2056.0,1.0330739299610896,22.610198974609375,21.58674430847168,2.9444637298583984,31.3958797454834,22.908754348754883,13.52596378326416
REFUGE2,train,g0027.jpg,1.0,2124.0,2056.0,1.0330739299610896,47.316532135009766,25.855600357055664,8.377970695495605,76.06521606445312,45.64249801635742,20.24188232421875
REFUGE2,train,g0028.jpg,1.0,2124.0,2056.0,1.0330739299610896,31.717554092407227,19.61052131652832,4.678126811981201,47.511478424072266,31.409156799316406,16.23202896118164
REFUGE2,train,g0029.jpg,1.0,2124.0,2056.0,1.0330739299610896,27.590944290161133,18.939184188842773,4.303790092468262,45.889156341552734,25.513471603393555,11.370206832885742
REFUGE2,train,g0030.jpg,1.0,2124.0,2056.0,1.0330739299610896,45.879852294921875,26.609189987182617,6.696529388427734,67.3367919921875,43.59300231933594,26.709768295288086
REFUGE2,train,g0031.jpg,1.0,2124.0,2056.0,1.0330739299610896,44.02202606201172,26.06842041015625,6.951125144958496,64.64618682861328,41.658119201660156,25.76177978515625
REFUGE2,train,g0032.jpg,1.0,2124.0,2056.0,1.0330739299610896,40.663360595703125,25.02983283996582,6.861475944519043,55.553504943847656,42.16961669921875,24.2669677734375
REFUGE2,train,g0033.jpg,1.0,2124.0,2056.0,1.0330739299610896,35.832847595214844,23.67421531677246,5.414494037628174,50.26940155029297,36.75151443481445,20.477611541748047
REFUGE2,train,g0034.jpg,1.0,2124.0,2056.0,1.0330739299610896,40.867332458496094,24.520870208740234,5.035799026489258,60.696571350097656,38.351680755615234,23.553735733032227
REFUGE2,train,g0035.jpg,1.0,2124.0,2056.0,1.0330739299610896,24.590925216674805,18.713788986206055,2.6167986392974854,39.60624313354492,23.380577087402344,10.785957336425781
REFUGE2,train,g0036.jpg,1.0,2124.0,2056.0,1.0330739299610896,27.943334579467773,18.587377548217773,3.5151307582855225,47.27280044555664,25.207866668701172,11.349342346191406
REFUGE2,train,g0037.jpg,1.0,2124.0,2056.0,1.0330739299610896,31.425769805908203,20.95650291442871,4.209117889404297,52.3593864440918,28.990089416503906,12.927830696105957
REFUGE2,train,g0038.jpg,1.0,2124.0,2056.0,1.0330739299610896,36.511924743652344,24.566688537597656,6.535844802856445,56.31434631347656,35.48057174682617,17.74087142944336
REFUGE2,train,g0039.jpg,1.0,2124.0,2056.0,1.0330739299610896,49.28922653198242,27.658151626586914,6.720978736877441,80.72464752197266,43.14756393432617,23.995479583740234
REFUGE2,train,g0040.jpg,1.0,2124.0,2056.0,1.0330739299610896,34.93930435180664,22.63253402709961,4.5402913093566895,56.97916030883789,30.555870056152344,17.282880783081055
REFUGE2,train,n0001.jpg,0.0,2124.0,2056.0,1.0330739299610896,38.48110580444336,22.16834259033203,4.157442569732666,67.53858947753906,35.94737243652344,11.957348823547363
REFUGE2,train,n0002.jpg,0.0,2124.0,2056.0,1.0330739299610896,32.877296447753906,21.921754837036133,3.832427501678467,55.10905456542969,31.370708465576172,12.152120590209961
REFUGE2,train,n0003.jpg,0.0,2124.0,2056.0,1.0330739299610896,40.32266616821289,27.7879695892334,4.221630096435547,68.83086395263672,34.1788444519043,17.958284378051758
REFUGE2,train,n0004.jpg,0.0,2124.0,2056.0,1.0330739299610896,61.33415222167969,33.753475189208984,10.541084289550781,93.36363983154297,58.133968353271484,32.504859924316406
REFUGE2,train,n0005.jpg,0.0,2124.0,2056.0,1.0330739299610896,54.01792526245117,31.318889617919922,8.401716232299805,81.42914581298828,51.67112350463867,28.95350456237793
REFUGE2,train,n0006.jpg,0.0,2124.0,2056.0,1.0330739299610896,35.26814651489258,24.046354293823242,4.859798431396484,57.366336822509766,30.714122772216797,17.723974227905273
REFUGE2,train,n0007.jpg,0.0,2124.0,2056.0,1.0330739299610896,52.54641342163086,30.51859474182129,7.618442535400391,76.81489562988281,52.145198822021484,28.679149627685547
REFUGE2,train,n0008.jpg,0.0,2124.0,2056.0,1.0330739299610896,54.73264694213867,31.242570877075195,8.601312637329102,76.95529174804688,56.45941925048828,30.783245086669922
REFUGE2,train,n0009.jpg,0.0,2124.0,2056.0,1.0330739299610896,42.04518508911133,24.2901554107666,4.884787559509277,75.83688354492188,36.50392532348633,13.794751167297363
REFUGE2,train,n0010.jpg,0.0,2124.0,2056.0,1.0330739299610896,53.643856048583984,29.430400848388672,8.938419342041016,94.34722900390625,47.829105377197266,18.755229949951172
REFUGE2,train,n0011.jpg,0.0,2124.0,2056.0,1.0330739299610896,47.967464447021484,29.762548446655273,5.44528341293335,75.8650894165039,44.80573654174805,23.2315673828125
REFUGE2,train,n0012.jpg,0.0,2124.0,2056.0,1.0330739299610896,49.57636642456055,30.74725914001465,6.3357648849487305,77.36661529541016,47.010440826416016,24.3520450592041
REFUGE2,train,n0013.jpg,0.0,2124.0,2056.0,1.0330739299610896,33.863014221191406,21.999895095825195,4.7883148193359375,57.889469146728516,30.400930404663086,13.29864501953125
REFUGE2,train,n0014.jpg,0.0,2124.0,2056.0,1.0330739299610896,32.25397872924805,20.961076736450195,3.218616485595703,58.30817413330078,28.80503273010254,9.648715019226074
REFUGE2,train,n0015.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.19799041748047,26.09136199951172,5.745250701904297,75.02303314208984,38.94206619262695,15.62887191772461
REFUGE2,train,n0016.jpg,0.0,2124.0,2056.0,1.0330739299610896,32.32182693481445,20.736915588378906,3.7673912048339844,55.400089263916016,29.582359313964844,11.983027458190918
REFUGE2,train,n0017.jpg,0.0,2124.0,2056.0,1.0330739299610896,38.62062072753906,24.674272537231445,4.767614841461182,67.13850402832031,34.67920684814453,14.044140815734863
REFUGE2,train,n0018.jpg,0.0,2124.0,2056.0,1.0330739299610896,48.883216857910156,29.000900268554688,5.966105937957764,75.39500427246094,46.54970169067383,24.7049503326416
REFUGE2,train,n0019.jpg,0.0,2124.0,2056.0,1.0330739299610896,47.22453308105469,30.157346725463867,6.4579362869262695,71.21742248535156,46.265342712402344,24.190834045410156
REFUGE2,train,n0020.jpg,0.0,2124.0,2056.0,1.0330739299610896,44.70094299316406,25.507389068603516,5.490175724029541,78.82341003417969,40.180702209472656,15.098712921142578
REFUGE2,train,n0021.jpg,0.0,2124.0,2056.0,1.0330739299610896,44.882205963134766,27.885478973388672,5.3539276123046875,77.29754638671875,41.09444046020508,16.254627227783203
REFUGE2,train,n0022.jpg,0.0,2124.0,2056.0,1.0330739299610896,29.838680267333984,21.583236694335938,3.1127421855926514,47.30019760131836,28.23702621459961,13.978815078735352
REFUGE2,train,n0023.jpg,0.0,2124.0,2056.0,1.0330739299610896,30.602203369140625,22.653879165649414,3.9182302951812744,48.06095504760742,29.0197696685791,14.725882530212402
REFUGE2,train,n0024.jpg,0.0,2124.0,2056.0,1.0330739299610896,55.693641662597656,29.6301212310791,10.549756050109863,85.57135772705078,55.98451232910156,25.525056838989258
REFUGE2,train,n0025.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.06428146362305,24.486236572265625,5.807199478149414,71.52288055419922,40.851200103759766,16.818758010864258
REFUGE2,train,n0026.jpg,0.0,2124.0,2056.0,1.0330739299610896,48.16637420654297,27.70450782775879,6.939265251159668,81.68022918701172,44.450408935546875,18.368484497070312
REFUGE2,train,n0027.jpg,0.0,2124.0,2056.0,1.0330739299610896,37.824527740478516,23.791011810302734,5.196135520935059,57.26305389404297,37.920074462890625,18.29045867919922
REFUGE2,train,n0028.jpg,0.0,2124.0,2056.0,1.0330739299610896,53.53248596191406,28.687511444091797,10.288881301879883,87.14861297607422,49.980010986328125,23.468839645385742
REFUGE2,train,n0029.jpg,0.0,2124.0,2056.0,1.0330739299610896,52.2761344909668,29.799936294555664,8.041452407836914,85.91844177246094,46.88816452026367,24.021793365478516
REFUGE2,train,n0030.jpg,0.0,2124.0,2056.0,1.0330739299610896,50.15260696411133,27.5474796295166,7.842174530029297,80.02178192138672,48.62022399902344,21.81580924987793
REFUGE2,train,n0031.jpg,0.0,2124.0,2056.0,1.0330739299610896,52.98689651489258,29.34299659729004,9.675884246826172,88.03376007080078,51.35187530517578,19.575057983398438
REFUGE2,train,n0032.jpg,0.0,2124.0,2056.0,1.0330739299610896,38.69340896606445,24.7690372467041,4.253584861755371,58.09499740600586,37.63908386230469,20.346145629882812
REFUGE2,train,n0033.jpg,0.0,2124.0,2056.0,1.0330739299610896,48.396907806396484,26.94293212890625,8.163415908813477,79.2017593383789,44.23487091064453,21.754098892211914
REFUGE2,train,n0034.jpg,0.0,2124.0,2056.0,1.0330739299610896,41.64729690551758,25.3936710357666,6.371007919311523,70.70758056640625,37.24658203125,16.98772621154785
REFUGE2,train,n0035.jpg,0.0,2124.0,2056.0,1.0330739299610896,42.1982536315918,24.03710174560547,5.872157096862793,66.4247817993164,40.941802978515625,19.228179931640625
REFUGE2,train,n0036.jpg,0.0,2124.0,2056.0,1.0330739299610896,39.1970329284668,24.425256729125977,5.469178199768066,63.52081298828125,37.105228424072266,16.96506118774414
REFUGE2,train,n0037.jpg,0.0,2124.0,2056.0,1.0330739299610896,41.200138092041016,27.73036003112793,5.1742844581604,52.659912109375,41.56293487548828,29.377567291259766
REFUGE2,train,n0038.jpg,0.0,2124.0,2056.0,1.0330739299610896,35.46760177612305,24.48923110961914,4.864324569702148,50.01966094970703,35.148216247558594,21.23491859436035
REFUGE2,train,n0039.jpg,0.0,2124.0,2056.0,1.0330739299610896,38.811317443847656,23.65329360961914,5.1094770431518555,67.51911926269531,35.166412353515625,13.748428344726562
REFUGE2,train,n0040.jpg,0.0,2124.0,2056.0,1.0330739299610896,54.10372543334961,30.33051872253418,7.882870674133301,86.07293701171875,50.832454681396484,25.40578269958496
REFUGE2,train,n0041.jpg,0.0,2124.0,2056.0,1.0330739299610896,45.90647506713867,29.827556610107422,6.063657760620117,74.73522186279297,43.041168212890625,19.943031311035156
REFUGE2,train,n0042.jpg,0.0,2124.0,2056.0,1.0330739299610896,56.490447998046875,32.193153381347656,9.240802764892578,76.98777770996094,55.71968078613281,36.763893127441406
REFUGE2,train,n0043.jpg,0.0,2124.0,2056.0,1.0330739299610896,38.09784698486328,24.546415328979492,4.540963172912598,60.541473388671875,35.3056526184082,18.446409225463867
REFUGE2,train,n0044.jpg,0.0,2124.0,2056.0,1.0330739299610896,40.0077018737793,24.872339248657227,5.4100446701049805,64.51164245605469,36.92768859863281,18.583770751953125
REFUGE2,train,n0045.jpg,0.0,2124.0,2056.0,1.0330739299610896,36.95762252807617,22.978700637817383,6.292825222015381,49.15605163574219,39.351844787597656,22.364967346191406
REFUGE2,train,n0046.jpg,0.0,2124.0,2056.0,1.0330739299610896,46.485801696777344,28.108379364013672,7.916514873504639,74.82315826416016,44.10110092163086,20.533140182495117
REFUGE2,train,n0047.jpg,0.0,2124.0,2056.0,1.0330739299610896,37.82748031616211,23.40855598449707,4.105655670166016,68.30537414550781,32.46416473388672,12.712916374206543
REFUGE2,train,n0048.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.87010955810547,26.701845169067383,5.500466346740723,79.65754699707031,37.61556625366211,14.337211608886719
REFUGE2,train,n0049.jpg,0.0,2124.0,2056.0,1.0330739299610896,38.47861099243164,22.70098876953125,4.693016529083252,66.32481384277344,35.28390121459961,13.827112197875977
REFUGE2,train,n0050.jpg,0.0,2124.0,2056.0,1.0330739299610896,45.88956832885742,25.321001052856445,6.669731616973877,74.20234680175781,44.2427864074707,19.223556518554688
REFUGE2,train,n0051.jpg,0.0,2124.0,2056.0,1.0330739299610896,46.572669982910156,26.713871002197266,5.638824462890625,77.63406372070312,44.45056915283203,17.63336181640625
REFUGE2,train,n0052.jpg,0.0,2124.0,2056.0,1.0330739299610896,45.44841003417969,25.84954833984375,7.340641975402832,74.50942993164062,44.25700759887695,17.57880210876465
REFUGE2,train,n0053.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.19940185546875,24.606441497802734,5.680224418640137,68.02883911132812,41.3473014831543,20.222064971923828
REFUGE2,train,n0054.jpg,0.0,2124.0,2056.0,1.0330739299610896,50.17182540893555,29.124305725097656,8.431400299072266,69.80058288574219,49.467350006103516,31.247547149658203
REFUGE2,train,n0055.jpg,0.0,2124.0,2056.0,1.0330739299610896,50.99638366699219,29.510963439941406,6.746693134307861,73.71957397460938,49.27393341064453,29.995643615722656
REFUGE2,train,n0056.jpg,0.0,2124.0,2056.0,1.0330739299610896,54.28397750854492,31.898290634155273,7.620689392089844,77.06266021728516,53.39693832397461,32.39232635498047
REFUGE2,train,n0057.jpg,0.0,2124.0,2056.0,1.0330739299610896,52.78792190551758,29.42566680908203,7.398601531982422,78.38748168945312,51.60042190551758,28.375869750976562
REFUGE2,train,n0058.jpg,0.0,2124.0,2056.0,1.0330739299610896,52.867958068847656,30.318876266479492,6.774953842163086,76.98628997802734,49.9276237487793,31.689958572387695
REFUGE2,train,n0059.jpg,0.0,2124.0,2056.0,1.0330739299610896,45.07494354248047,28.810775756835938,5.569388389587402,65.30970764160156,43.225067138671875,26.6900577545166
REFUGE2,train,n0060.jpg,0.0,2124.0,2056.0,1.0330739299610896,47.02219009399414,27.934314727783203,6.838837623596191,78.971923828125,41.989253997802734,20.105377197265625
REFUGE2,train,n0061.jpg,0.0,2124.0,2056.0,1.0330739299610896,50.500240325927734,26.960914611816406,8.618242263793945,82.78316497802734,48.18815994262695,20.52940559387207
REFUGE2,train,n0062.jpg,0.0,2124.0,2056.0,1.0330739299610896,48.36042022705078,26.984683990478516,7.683060646057129,76.18571472167969,47.51099395751953,21.38454818725586
REFUGE2,train,n0063.jpg,0.0,2124.0,2056.0,1.0330739299610896,50.33900451660156,26.799747467041016,8.928546905517578,86.5658950805664,48.131221771240234,16.319902420043945
REFUGE2,train,n0064.jpg,0.0,2124.0,2056.0,1.0330739299610896,53.419612884521484,28.026060104370117,10.78158187866211,88.5576171875,52.94709396362305,18.754146575927734
REFUGE2,train,n0065.jpg,0.0,2124.0,2056.0,1.0330739299610896,42.74980163574219,28.498830795288086,6.484889984130859,65.65265655517578,41.834964752197266,20.761781692504883
REFUGE2,train,n0066.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.95730972290039,25.921499252319336,5.057347774505615,72.50637817382812,41.2902717590332,18.075271606445312
REFUGE2,train,n0067.jpg,0.0,2124.0,2056.0,1.0330739299610896,47.91535568237305,26.88933563232422,6.844507217407227,84.02116394042969,43.25733184814453,16.467571258544922
REFUGE2,train,n0068.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.04413604736328,25.371536254882812,5.911545753479004,77.55077362060547,37.970394134521484,13.61124324798584
REFUGE2,train,n0069.jpg,0.0,2124.0,2056.0,1.0330739299610896,49.005584716796875,26.2843017578125,9.656719207763672,80.7210922241211,46.910404205322266,19.38526153564453
REFUGE2,train,n0070.jpg,0.0,2124.0,2056.0,1.0330739299610896,53.100948333740234,29.240421295166016,9.370538711547852,84.72463989257812,49.643699645996094,24.93451499938965
REFUGE2,train,n0071.jpg,0.0,2124.0,2056.0,1.0330739299610896,39.62590408325195,24.485713958740234,4.945539474487305,76.18022155761719,31.70392417907715,10.993568420410156
REFUGE2,train,n0072.jpg,0.0,2124.0,2056.0,1.0330739299610896,46.0081787109375,25.14610481262207,7.268187046051025,66.68518829345703,47.3999137878418,23.939411163330078
REFUGE2,train,n0073.jpg,0.0,2124.0,2056.0,1.0330739299610896,40.41022872924805,24.66037368774414,5.905315399169922,58.40840530395508,41.5130729675293,21.3091983795166
REFUGE2,train,n0074.jpg,0.0,2124.0,2056.0,1.0330739299610896,55.8712272644043,32.17193603515625,8.768535614013672,80.61225128173828,56.16939926147461,30.832033157348633
REFUGE2,train,n0075.jpg,0.0,2124.0,2056.0,1.0330739299610896,51.30595779418945,31.097427368164062,7.882240295410156,73.84882354736328,51.20372772216797,28.865318298339844
REFUGE2,train,n0076.jpg,0.0,2124.0,2056.0,1.0330739299610896,35.930519104003906,21.711217880249023,4.749931335449219,64.3762435913086,32.6529426574707,10.762370109558105
REFUGE2,train,n0077.jpg,0.0,2124.0,2056.0,1.0330739299610896,40.990760803222656,24.19112777709961,5.62053918838501,69.30963897705078,37.80044937133789,15.862198829650879
REFUGE2,train,n0078.jpg,0.0,2124.0,2056.0,1.0330739299610896,47.51777267456055,28.57660484313965,6.813983917236328,80.9343490600586,42.2150993347168,19.40387535095215
REFUGE2,train,n0079.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.10720443725586,27.835777282714844,6.502925395965576,63.230533599853516,40.67533493041992,25.415740966796875
REFUGE2,train,n0080.jpg,0.0,2124.0,2056.0,1.0330739299610896,40.857452392578125,26.943952560424805,5.840944290161133,52.09003829956055,41.44237518310547,29.039936065673828
REFUGE2,train,n0081.jpg,0.0,2124.0,2056.0,1.0330739299610896,38.429466247558594,27.51027488708496,5.409628868103027,49.303707122802734,38.98076629638672,27.003915786743164
REFUGE2,train,n0082.jpg,0.0,2124.0,2056.0,1.0330739299610896,56.06516647338867,32.080623626708984,9.022443771362305,88.03498840332031,52.00743865966797,28.15306282043457
REFUGE2,train,n0083.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.640140533447266,26.09090805053711,6.632555961608887,68.5911636352539,40.64301300048828,21.686243057250977
REFUGE2,train,n0084.jpg,0.0,2124.0,2056.0,1.0330739299610896,39.79744338989258,25.134353637695312,6.738492012023926,56.72515106201172,40.283935546875,22.38323974609375
REFUGE2,train,n0085.jpg,0.0,2124.0,2056.0,1.0330739299610896,38.71486282348633,22.505884170532227,6.206707954406738,56.88956832885742,37.647857666015625,21.607160568237305
REFUGE2,train,n0086.jpg,0.0,2124.0,2056.0,1.0330739299610896,46.307708740234375,26.90774154663086,7.408263683319092,68.34454345703125,45.75410461425781,24.824480056762695
REFUGE2,train,n0087.jpg,0.0,2124.0,2056.0,1.0330739299610896,41.550697326660156,25.064542770385742,5.1182403564453125,72.65637969970703,38.94816970825195,13.047544479370117
REFUGE2,train,n0088.jpg,0.0,2124.0,2056.0,1.0330739299610896,40.96736145019531,24.874984741210938,5.83296012878418,70.23275756835938,38.74653244018555,13.922785758972168
REFUGE2,train,n0089.jpg,0.0,2124.0,2056.0,1.0330739299610896,59.9787483215332,36.09716796875,8.233823776245117,85.02491760253906,60.97015380859375,33.941192626953125
REFUGE2,train,n0090.jpg,0.0,2124.0,2056.0,1.0330739299610896,52.55080032348633,31.764371871948242,7.362899303436279,75.31652069091797,52.84511947631836,29.490755081176758
REFUGE2,train,n0091.jpg,0.0,2124.0,2056.0,1.0330739299610896,47.83058547973633,25.967172622680664,7.466073989868164,86.43647003173828,42.739593505859375,14.315690994262695
REFUGE2,train,n0092.jpg,0.0,2124.0,2056.0,1.0330739299610896,44.717594146728516,25.726051330566406,7.283574104309082,70.61739349365234,43.29839324951172,20.23699951171875
REFUGE2,train,n0093.jpg,0.0,2124.0,2056.0,1.0330739299610896,37.85818099975586,25.445823669433594,4.57696533203125,65.13179016113281,34.6169319152832,13.825822830200195
REFUGE2,train,n0094.jpg,0.0,2124.0,2056.0,1.0330739299610896,44.87650680541992,24.30310821533203,6.133550643920898,82.5788803100586,40.02565383911133,12.024972915649414
REFUGE2,train,n0095.jpg,0.0,2124.0,2056.0,1.0330739299610896,39.67769241333008,23.338520050048828,4.93223762512207,73.14595794677734,35.18058776855469,10.70653247833252
REFUGE2,train,n0096.jpg,0.0,2124.0,2056.0,1.0330739299610896,50.026031494140625,30.51772689819336,6.625214576721191,70.38097381591797,48.3362922668457,31.36082649230957
REFUGE2,train,n0097.jpg,0.0,2124.0,2056.0,1.0330739299610896,50.42435836791992,31.261436462402344,7.090364456176758,68.41117858886719,49.48809051513672,33.373817443847656
REFUGE2,train,n0098.jpg,0.0,2124.0,2056.0,1.0330739299610896,50.835548400878906,29.504756927490234,6.984062671661377,75.9916000366211,48.381439208984375,28.133617401123047
REFUGE2,train,n0099.jpg,0.0,2124.0,2056.0,1.0330739299610896,57.893375396728516,30.6152286529541,10.568723678588867,93.70596313476562,53.511627197265625,26.462522506713867
REFUGE2,train,n0100.jpg,0.0,2124.0,2056.0,1.0330739299610896,55.41067123413086,30.935766220092773,9.27547836303711,91.00942993164062,50.089805603027344,25.13276481628418
REFUGE2,train,n0101.jpg,0.0,2124.0,2056.0,1.0330739299610896,58.86684799194336,31.029346466064453,9.766735076904297,102.47541809082031,53.940460205078125,20.184659957885742
REFUGE2,train,n0102.jpg,0.0,2124.0,2056.0,1.0330739299610896,61.159629821777344,32.19091796875,11.306103706359863,108.52587127685547,55.08605194091797,19.86697006225586
REFUGE2,train,n0103.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.22594451904297,23.882604598999023,5.4177422523498535,74.95639038085938,41.3954963684082,13.325936317443848
REFUGE2,train,n0104.jpg,0.0,2124.0,2056.0,1.0330739299610896,43.130374908447266,25.4163875579834,6.064680099487305,72.48340606689453,42.35639572143555,14.551331520080566
REFUGE2,train,n0105.jpg,0.0,2124.0,2056.0,1.0330739299610896,48.848907470703125,29.79096031188965,6.568573951721191,64.88227081298828,49.05691909790039,32.60755157470703
REFUGE2,train,n0106.jpg,0.0,2124.0,2056.0,1.0330739299610896,55.20286560058594,34.54662322998047,5.770683288574219,74.1521224975586,59.50635528564453,31.95011329650879
REFUGE2,train,n0107.jpg,0.0,2124.0,2056.0,1.0330739299610896,49.84589767456055,32.32851028442383,5.214415073394775,69.17410278320312,52.77229690551758,27.591293334960938
REFUGE2,train,n0108.jpg,0.0,2124.0,2056.0,1.0330739299610896,45.14744186401367,26.790023803710938,5.122829437255859,78.20748901367188,40.544410705566406,16.690431594848633
REFUGE2,train,n0109.jpg,0.0,2124.0,2056.0,1.0330739299610896,47.04867935180664,28.36142349243164,6.012225151062012,81.66842651367188,42.14521026611328,17.332399368286133
REFUGE2,train,n0110.jpg,0.0,2124.0,2056.0,1.0330739299610896,85.51456451416016,44.332664489746094,19.836864471435547,124.95844268798828,88.35236358642578,43.232906341552734
REFUGE2,train,n0111.jpg,0.0,2124.0,2056.0,1.0330739299610896,41.243682861328125,28.430971145629883,4.68194580078125,52.95412826538086,42.0327033996582,28.744213104248047
REFUGE2,train,n0112.jpg,0.0,2124.0,2056.0,1.0330739299610896,49.0274543762207,31.06800079345703,6.807930946350098,63.53706741333008,49.904571533203125,33.64071273803711
REFUGE2,train,n0113.jpg,0.0,2124.0,2056.0,1.0330739299610896,49.27901077270508,29.727930068969727,7.152185440063477,73.45683288574219,48.74284744262695,25.637359619140625
REFUGE2,train,n0114.jpg,0.0,2124.0,2056.0,1.0330739299610896,48.15711975097656,29.811349868774414,7.194822788238525,73.19869995117188,47.005516052246094,24.267139434814453
REFUGE2,train,n0115.jpg,0.0,2124.0,2056.0,1.0330739299610896,44.52968215942383,29.879262924194336,4.955593585968018,63.191802978515625,42.63809585571289,27.7591495513916
REFUGE2,train,n0116.jpg,0.0,2124.0,2056.0,1.0330739299610896,40.72421646118164,28.633026123046875,4.5873703956604,55.81776809692383,39.613685607910156,26.74119758605957
REFUGE2,train,n0117.jpg,0.0,2124.0,2056.0,1.0330739299610896,69.53617858886719,42.835208892822266,8.003233909606934,124.9188461303711,55.5597038269043,28.130006790161133
